CollectibleId,Title,Sport,Purchase Price (USD),Purchase Date MM-DD-YYYY,Player,Set,Year,Card Manufacturer,Card Number,Card Condition,Professional Grader,Grade,Certification Number,Exclude
495be1ab-8e79-3425-a7e6-1c864737468a,Panini Select 2022-2023 2022-23 2022/2023 2022/23 E FOOTBALL SOCCER CARD BASE 26,Soccer,2.99,08-16-2023,,,,Panini,,,,Ungraded,,
7b073d45-08eb-3469-bd55-1d7870f771e3,Panini Select 2022-2023 2022-23 2022/2023 2022/23 E FOOTBALL SOCCER CARD BASE 26,Soccer,3.99,08-16-2023,,,,Panini,,,,Ungraded,,
55f65128-b4d1-3d37-a759-2be215598cea,Panini Select 2022-2023 2022-23 2022/2023 2022/23 E FOOTBALL SOCCER CARD BASE 26,Soccer,8.99,08-16-2023,,,,Panini,,,,Ungraded,,
bd8ef6a7-5054-34cd-a4ac-1878316a0e97,Panini Select 2022-2023 2022-23 2022/2023 2022/23 E FOOTBALL SOCCER CARD BASE 26,Soccer,2.99,08-16-2023,,,,Panini,,,,Ungraded,,
e55ed84e-5617-4be3-8342-6b9ca31d89a9,Ben White #3 Rated Rookie 2020-21 Panini Chronicles Soccer,Soccer,1.0,10-18-2023,Ben White,2020-21 Panini Chronicles Soccer,2022,,3,,,,,
0f735646-57fa-4d89-bfd5-a42e6a854dec,Manuel Akanji #57 Speckle 2021-22 Topps Chrome UEFA Champions League,Soccer,1.0,10-18-2023,Manuel Akanji,2021-22 Topps Chrome UEFA Champions League,2022,,57,,,,,
ae81f98d-d4ec-48a2-b8de-d867f13903a2,Riyad Mahrez #50 2015-16 Topps Premier Club,Soccer,1.0,10-18-2023,Riyad Mahrez,2015-16 Topps Premier Club,2022,,50,,,,,
0f1839be-1637-3db2-92f2-fca140f80c2c,2023 Topps UEFA Museum Collection #AA-NM Nuno Mendes Archival Auto /75 Paris,Soccer,5.5,08-12-2023,,,,,,,,,,
73275a4d-5397-4a64-8110-6614281ccc9b,Enzo Fernandez #48 Blue /99 2022-23 Panini Chronicles Soccer,Soccer,1.0,10-18-2023,Enzo Fernandez,2022-23 Panini Chronicles Soccer,2022,,48,,,,,
45e66763-7997-413c-85b9-2fb00ba85beb,Erling Haaland #FS-EH Future Stars 2020-21 Topps Chrome UEFA Champions League,Soccer,1.0,10-18-2023,Erling Haaland,2020-21 Topps Chrome UEFA Champions League,2022,,FS-EH,,,,,
612fc405-75ae-403e-a673-f62d087eadbf,Kieran Tierney #197 Red Mojo Prizm /159 2021-22 Panini Prizm Premier League,Soccer,1.0,10-18-2023,Kieran Tierney,2021-22 Panini Prizm Premier League,2022,,197,,,,,
36dc04dc-a8bb-4c36-b931-fbd4da6fdbae,Erling Haaland #HT4 Hat-Trick Hero 2020-21 Topps Match Attax Champions League,Soccer,1.0,10-18-2023,Erling Haaland,2020-21 Topps Match Attax Champions League,2022,,HT4,,,,,
0171ee95-e9a5-344d-88d7-38753dd2346a,Adrenalyn XL Premier League 2019/20 19/20 15 Gabriel Martinelli **ROOKIE** Card,Soccer,3.25,08-21-2022,,,,Panini,,,,,,
8d7cffad-176f-46f8-b48d-a1b9a888af6e,Bukayo Saka #3 Fireworks 2020-21 Panini Prizm Premier League,Soccer,1.0,10-18-2023,Bukayo Saka,2020-21 Panini Prizm Premier League,2022,,3,,,,,
bdc0876f-27e9-4c57-98cc-6f6836d1b0b6,Marcus Rashford #282 Green 2021-22 Panini Prizm Premier League,Soccer,1.0,10-18-2023,Marcus Rashford,2021-22 Panini Prizm Premier League,2022,,282,,,,,
afec29a7-424f-4353-a6c3-24be405d547d,Vinicius Junior #1 Spectra /49 2020-21 Panini Chronicles Soccer,Soccer,1.0,10-18-2023,Vinicius Junior,2020-21 Panini Chronicles Soccer,2022,,1,,,,,
e45aa992-5fb0-43ff-aca4-7d8f3874a115,William Saliba #182 Rated Rookie /99 2022-23 Panini Donruss Soccer,Soccer,1.0,10-18-2023,William Saliba,2022-23 Panini Donruss Soccer,2022,,182,,,,,
9f42cfe8-ad37-4a41-9363-590b5ffc3b66,Tammy Abraham #106 XR Blue /99 2021-22 Panini Chronicles Soccer,Soccer,1.0,10-18-2023,Tammy Abraham,2021-22 Panini Chronicles Soccer,2022,,106,,,,,
7cd21855-7587-49f6-969b-b7993e766e89,Mason Mount #50 Press Proof Gold /349 2021-22 Panini Donruss Road To Qatar,Soccer,1.0,10-18-2023,Mason Mount,2021-22 Panini Donruss Road To Qatar,2022,,50,,,,,
296cc8fe-9536-4cb2-bf87-d820bf3a4156,Thierry Henry #LT-5 Legendary Talents 2019-20 Panini Prizm Premier League,Soccer,1.0,10-18-2023,Thierry Henry,2019-20 Panini Prizm Premier League,2022,,LT-5,,,,,
12203020-45ea-434a-a20d-96a7ce6b5122,Declan Rice #R1-9 Pitch Kings 2019-20 Panini Chronicles Soccer,Soccer,1.0,10-17-2023,Declan Rice,2019-20 Panini Chronicles Soccer,2022,,R1-9,,,,,
d8f3d600-80ca-344e-b18d-c43b574b159f,2022-23 KYLIAN MBAPPE 31/99 PANINI DONRUSS OPTIC BLUE FIFA,Soccer,15.0,11-04-2023,,,,,,,,,,
75abee8d-f33c-4a9c-a76d-84395c2e98c1,Fabio Blanco #CA-FB Autograph 2022-23 Topps Chrome UEFA Club Competitions,Soccer,1.0,10-18-2023,Fabio Blanco,2022-23 Topps Chrome UEFA Club Competitions,2022,,CA-FB,,,,,
f0dc8109-c97d-44fd-86ff-cff1742fa942,"James Maddison #22 Blue,Yellow,Green 2021-22 Panini Prizm Premier League",Soccer,1.0,10-18-2023,James Maddison,2021-22 Panini Prizm Premier League,2022,,22,,,,,Y
f204d643-99c1-428f-9d77-cbd9455b7187,Jean-Claude Ntenda #FA-JCN Autograph 2020-21 Topps Finest UEFA Champions League,Soccer,1.0,10-18-2023,Jean-Claude Ntenda,2020-21 Topps Finest UEFA Champions League,2022,,FA-JCN,,,,,
0f735d06-8f63-4cc8-8604-2795f03fa689,Amad #FS-14 Future Stars 2021-22 Topps UEFA Champions League,Soccer,1.0,10-18-2023,Amad,2021-22 Topps UEFA Champions League,2022,,FS-14,,,,,
d7de27fa-665d-37bb-85b5-1eeec57faa0a,2023 Topps UEFA Museum Collection #RR-PT Pablo Torre Rookie Reverence Auto /299,Soccer,5.0,08-12-2023,,,,,,,,,,
8b2e1479-701d-4ada-9038-192846e7f7df,Felix Mambimbi #CA-FM Autograph 2021-22 Topps Stadium Club Chrome,Soccer,1.0,10-18-2023,Felix Mambimbi,2021-22 Topps Stadium Club Chrome,2022,,CA-FM,,,,,
30905d6f-7fe4-448f-a0ff-3b6dbcebcf25,Gabriel Martinelli #293 Rookie Ticket 2021-22 Panini Chronicles Soccer,Soccer,1.0,10-18-2023,Gabriel Martinelli,2021-22 Panini Chronicles Soccer,2022,,293,,,,,
82d328e8-eec7-4cbd-bc31-6a90c4997ac4,Gabriel Martinelli #29 2022 Panini Prizm World Cup,Soccer,1.0,10-18-2023,Gabriel Martinelli,2022 Panini Prizm World Cup,2022,,29,,,,,
3d17d590-3fc9-4a15-a692-f70d01ed39d2,Gabriel Martinelli #29 2022 Panini Prizm World Cup,Soccer,1.0,10-18-2023,Gabriel Martinelli,2022 Panini Prizm World Cup,2022,,29,,,,,
9e6983e8-a387-4582-915b-f5e52e03178a,Gabriel Martinelli #29 2022 Panini Prizm World Cup,Soccer,1.0,10-18-2023,Gabriel Martinelli,2022 Panini Prizm World Cup,2022,,29,,,,,
82bcf744-754d-44ef-8398-94c3c8cfd860,Gabriel Martinelli #29 2022 Panini Prizm World Cup,Soccer,1.0,10-18-2023,Gabriel Martinelli,2022 Panini Prizm World Cup,2022,,29,,,,,
ff99c60c-bea8-42bc-b23c-badfab16f033,Enzo Fernandez #48 Red /199 2022-23 Panini Chronicles Soccer,Soccer,1.0,10-18-2023,Enzo Fernandez,2022-23 Panini Chronicles Soccer,2022,,48,,,,,
4ea1f37c-5e9c-44c6-b835-ee07488eed23,Yusuf Demir #BA-YD Autograph 2021-22 Topps Finest UEFA Champions League,Soccer,1.0,10-18-2023,Yusuf Demir,2021-22 Topps Finest UEFA Champions League,2022,,BA-YD,,,,,
3c010dc6-8af8-42cd-8af7-6507aaaff893,Giovanni Reyna #56 Refractor 2021-22 Topps Finest UEFA Champions League,Soccer,1.0,10-18-2023,Giovanni Reyna,2021-22 Topps Finest UEFA Champions League,2022,,56,,,,,
740bcab9-2a01-32a0-8ea0-d21b39eab308,2023 Topps UEFA Museum Collection #AA-BC Ben Chilwell Archival Auto /299 Chelsea,Soccer,4.25,08-12-2023,,,,,,,,,,
861e2524-2648-4ad2-8a5f-c727b1bf16e2,Kaio Jorge #G-6 Golazo Aqua /199 2021-22 Topps Chrome UEFA Champions League,Soccer,1.0,10-18-2023,Kaio Jorge,2021-22 Topps Chrome UEFA Champions League,2022,,G-6,,,,,
f7cd544d-a114-4e31-b60e-a663f3aeeeea,Bukayo Saka #190 Cracked Ice /25 2022-23 Panini Select Premier League,Soccer,1.0,10-18-2023,Bukayo Saka,2022-23 Panini Select Premier League,2022,,190,,,,,
6af4ad4a-9b0e-4fcf-b9fd-1861e1d67c94,Ferran Torres #RT-10 Rookie Ticket 2019-20 Panini Chronicles Soccer,Soccer,1.0,10-18-2023,Ferran Torres,2019-20 Panini Chronicles Soccer,2022,,RT-10,,,,,
885fb424-ef46-47bb-967b-873d90fae0d0,Ian Wright #61 1990-91 Pro Set English League,Soccer,1.0,10-18-2023,Ian Wright,1990-91 Pro Set English League,2022,,61,,,,,
24f829ea-94a2-41fe-9321-d79778de2e7c,Manuel Ugarte #26 2021-22 Topps UEFA Champions League,Soccer,1.0,10-18-2023,Manuel Ugarte,2021-22 Topps UEFA Champions League,2022,,26,,,,,
b52af85d-4fce-4b5f-9fb6-452ed68ff931,Neymar Jr #16 Purple Refractor /250 2020-21 Topps Chrome UEFA Champions League,Soccer,1.0,10-18-2023,Neymar Jr,2020-21 Topps Chrome UEFA Champions League,2022,,16,,,,,
f870b4a8-e5e4-4761-bf82-7f030c0fa6f9,Jude Bellingham #FS-3 Future Stars 2021-22 Topps Chrome UEFA Champions League,Soccer,1.0,10-18-2023,Jude Bellingham,2021-22 Topps Chrome UEFA Champions League,2022,,FS-3,,,,,
4f774584-dba0-4d70-8b63-18fa80ceefd8,Eduardo Camavinga #240 2020 Topps UCL Living Set,Soccer,1.0,10-18-2023,Eduardo Camavinga,2020 Topps UCL Living Set,2022,,240,,,,,
9b14fbe4-c407-414d-a83a-fef36be60d94,Moussa Djenepo #87 Purple /99 2020-21 Panini Prizm Premier League,Soccer,1.0,10-18-2023,Moussa Djenepo,2020-21 Panini Prizm Premier League,2022,,87,,,,,
a9adc613-9059-4111-9df3-0ab32ddf8c00,Alejandro Balde #38 Speckle /125 2021-22 Topps Chrome UEFA Champions League,Soccer,1.0,10-18-2023,Alejandro Balde,2021-22 Topps Chrome UEFA Champions League,2022,,38,,,,,
6f4d3321-5f86-4edc-9977-3f6d14b4b43b,Lassina Traore #CA-LT Autograph 2020-21 Topps Chrome UEFA Champions League,Soccer,1.0,10-18-2023,Lassina Traore,2020-21 Topps Chrome UEFA Champions League,2022,,CA-LT,,,,,
d2639e35-3af2-4263-b04e-1e7662cfe156,Marley Ake #FA-MA Autograph 2020-21 Topps Finest UEFA Champions League,Soccer,1.0,10-18-2023,Marley Ake,2020-21 Topps Finest UEFA Champions League,2022,,FA-MA,,,,,
08bf2728-d863-418a-97da-370957110dfe,Ivan Toney #83 Origins Blue /99 2021-22 Panini Chronicles Soccer,Soccer,1.0,10-18-2023,Ivan Toney,2021-22 Panini Chronicles Soccer,2022,,83,,,,,
3023087d-d8de-49d9-b368-4e24f701dc95,Declan Rice #188 Green /49 2020-21 Panini Prizm Premier League,Soccer,1.0,10-18-2023,Declan Rice,2020-21 Panini Prizm Premier League,2022,,188,,,,,
1db4ef11-9717-4e37-ab23-c355a9cd7645,Max Aarons #E-MAX Eruption /50 2021-22 Panini Obsidian Soccer,Soccer,1.0,10-18-2023,Max Aarons,2021-22 Panini Obsidian Soccer,2022,,E-MAX,,,,,
6c044ea7-287a-459d-b597-a036bdfc70f5,Gabriel Martinelli #182 2021-22 Panini Donruss Road To Qatar,Soccer,1.0,10-18-2023,Gabriel Martinelli,2021-22 Panini Donruss Road To Qatar,2022,,182,,,,,
d165ffc4-2da6-4ad8-a07d-c97129785ffd,Eduardo Camavinga #115 Purple /250 2021-22 Topps Chrome UEFA Champions League,Soccer,1.0,10-18-2023,Eduardo Camavinga,2021-22 Topps Chrome UEFA Champions League,2022,,115,,,,,
74c04c4c-c90c-4979-a520-93e23b8e274f,Erling Haaland #G-1 Golazo 2021-22 Topps Chrome UEFA Champions League,Soccer,1.0,10-18-2023,Erling Haaland,2021-22 Topps Chrome UEFA Champions League,2022,,G-1,,,,,
3b161b48-8d8d-4c8d-a5a8-45426ec7958c,Wesley Fofana #6 Purple Astro 2020-21 Panini Chronicles Soccer,Soccer,1.0,10-18-2023,Wesley Fofana,2020-21 Panini Chronicles Soccer,2022,,6,,,,,
c6020fc0-baba-334e-a4ef-e492b19b07e9,Panini Prizm 2020-2021 E FOOTBALL SOCCER CARD G,Soccer,2.99,08-16-2023,,,,Panini,,,,Ungraded,,
eee74c29-4d1f-3f79-ae84-99bcf25b3c57,Panini Prizm 2022-2023 2022-23 2022/2023 2022/23 FOOTBALL SOCCER CARD BASE E,Soccer,2.99,08-16-2023,,,,Panini,,,,Ungraded,,
f173e04f-00b1-472c-a360-6afe0bbcda6e,Frenkie De Jong #R2-3 Pitch Kings 2019-20 Panini Chronicles Soccer,Soccer,1.0,10-18-2023,Frenkie De Jong,2019-20 Panini Chronicles Soccer,2022,,R2-3,,,,,
73c5de48-4eef-4f5b-a5c3-53cabb32e070,Jules Kounde #R2-2 Pitch Kings 2019-20 Panini Chronicles Soccer,Soccer,1.0,10-18-2023,Jules Kounde,2019-20 Panini Chronicles Soccer,2022,,R2-2,,,,,
f8f430b1-8772-42fb-a60d-6ee93e2fc3ae,Cristiano Ronaldo #PF-CR Prized Footballers 2020-21 Topps Finest UCL,Soccer,1.0,10-18-2023,Cristiano Ronaldo,2020-21 Topps Finest UEFA Champions League,2022,,PF-CR,,,,,Y
52c6f64c-661f-455d-a983-f19aaa42bc71,Marcus Thuram # Green /99 2021-22 Topps Stadium Club Chrome Bundesliga,Soccer,1.0,10-18-2023,Marcus Thuram,2021-22 Topps Stadium Club Chrome Bundesliga,2022,,,,,,,
f56a0fa9-af50-4d67-abad-404895a226ab,Jamal Musiala #FS-04 Future Stars 2021-22 Topps UEFA Champions League,Soccer,1.0,10-18-2023,Jamal Musiala,2021-22 Topps UEFA Champions League,2022,,FS-04,,,,,
1077db00-34be-454d-ace3-a4d98b62da25,Jamal Musiala #FS-04 Future Stars 2021-22 Topps UEFA Champions League,Soccer,1.0,10-18-2023,Jamal Musiala,2021-22 Topps UEFA Champions League,2022,,FS-04,,,,,
ed3b76a0-2b55-4f34-89ce-03afff0f68c1,Youssoufa Moukoko #FS-4 Future Stars 2021-22 Topps Chrome UEFA Champions League,Soccer,1.0,10-18-2023,Youssoufa Moukoko,2021-22 Topps Chrome UEFA Champions League,2022,,FS-4,,,,,
d56275ec-fa7d-4eb3-88a4-1dde93c44f9b,Youssoufa Moukoko #FS-4 Future Stars 2021-22 Topps UEFA Champions League,Soccer,1.0,10-18-2023,Youssoufa Moukoko,2021-22 Topps UEFA Champions League,2022,,FS-4,,,,,
bf4d066a-f46c-4836-b76f-1ccc139efe27,Joshua Kimmich #83 Green /99 2020-21 Topps Chrome UEFA Champions League,Soccer,1.0,10-18-2023,Joshua Kimmich,2020-21 Topps Chrome UEFA Champions League,2022,,83,,,,,
9851472c-7257-46c8-8ba1-b77deeba2035,Ibrahima Konate #233 2021-22 Panini Chronicles Soccer,Soccer,1.0,10-18-2023,Ibrahima Konate,2021-22 Panini Chronicles Soccer,2022,,233,,,,,
9611f558-08d0-490d-8396-87e1471e885e,Sofiane Diop #45 Gold /225 2021-22 Topps Merlin Chrome UEFA Champions League,Soccer,1.0,10-18-2023,Sofiane Diop,2021-22 Topps Merlin Chrome UEFA Champions League,2022,,45,,,,,
8f423374-5401-4f3b-8362-289afa3e13f0,Ansgar Knauff #6 Speckle 2021-22 Topps Chrome UEFA Champions League,Soccer,1.0,10-18-2023,Ansgar Knauff,2021-22 Topps Chrome UEFA Champions League,2022,,6,,,,,
b36672cd-37f3-4ad9-8fd6-b50e12325458,Aurelien Tchouameni #124 Orange /60 2022-23 Panini Select Soccer,Soccer,1.0,10-18-2023,Aurelien Tchouameni,2022-23 Panini Select Soccer,2022,,124,,,,,
eb76ddb9-735a-4ecd-a13d-8c13da890e4a,Illan Meslier #211 Blue /340 2021-22 Panini Prizm Premier League,Soccer,1.0,10-18-2023,Illan Meslier,2021-22 Panini Prizm Premier League,2022,,211,,,,,
a5366b95-ab6c-4a02-b2a0-d7d0e06f42c0,Jules Kounde #13 Equinox /99 2021-22 Panini Obsidian Soccer,Soccer,1.0,10-17-2023,Jules Kounde,2021-22 Panini Obsidian Soccer,2022,,13,,,,,
e6874595-96a7-4e4d-be61-9437e863d219,Marc Casado #CA-MC Autograph 2022-23 Topps Stadium Club Chrome UEFA Competitions,Soccer,1.0,10-18-2023,Marc Casado,2022-23 Topps Stadium Club Chrome UEFA Competitions,2022,,CA-MC,,,,,
f3cf2a15-f878-4100-a5bc-560ba3fd7a37,Jude Bellingham #FF-6 Finest Futures 2021-22 Topps Finest UEFA Champions League,Soccer,1.0,10-18-2023,Jude Bellingham,2021-22 Topps Finest UEFA Champions League,2022,,FF-6,,,,,
028c4e44-739c-3a31-ad84-bb2384664cb6,2020-21 Panini Chronicles Soccer Certified Premier League - Conor Gallagher *RC*,Soccer,8.0,09-26-2022,,2020 Panini Chronicles,,,#26,Excellent,,,,
9eda7882-340e-479f-a10b-6fc8769b9bb5,"Bryan Mbeumo #147 Blue,Yellow,Green 2021-22 Panini Prizm Premier League",Soccer,1.0,10-18-2023,Bryan Mbeumo,2021-22 Panini Prizm Premier League,2022,,147,,,,,Y
bdd25531-b830-3151-98b4-8c25ba5326ef,2020-21 Panini EPL PRIZM Premier League BUKAYO SAKA Base Card #40 Arsenal,Soccer,6.5,06-07-2021,,Panini PRIZM EPL,2020,Panini,#40,Near Mint,,,,
cfad0337-6da3-4ccd-aeff-504af22fb96e,Paul Pogba #HT-PP Historic Ticket 2019-20 Panini Chronicles Soccer,Soccer,1.0,10-18-2023,Paul Pogba,2019-20 Panini Chronicles Soccer,2022,,HT-PP,,,,,
90bad484-f9d2-4fe5-bea7-e6897339316a,Bukayo Saka #12 2020-21 Panini Revolution,Soccer,1.0,10-18-2023,Bukayo Saka,2020-21 Panini Revolution,2022,,12,,,,,
294c2d7f-dd12-4be8-8b79-94faa33c4703,Reece James #FS-RJ 2021-22 Topps Chrome UEFA Champions League,Soccer,1.0,10-18-2023,Reece James,2021-22 Topps Chrome UEFA Champions League,2022,,FS-RJ,,,,,
c17c2895-ed5c-4ba4-9f02-02d0e76598e2,Phil Foden #13 Speckle 2021-22 Panini Prizm Premier League,Soccer,1.0,10-18-2023,Phil Foden,2021-22 Panini Prizm Premier League,2022,,13,,,,,
0dd54225-a9bb-451a-8def-435b0143e72e,Erling Haaland #9 2020-21 Topps Stadium Club Chrome UEFA UCL,Soccer,1.0,10-18-2023,Erling Haaland,2020-21 Topps Stadium Club Chrome UEFA UCL,2022,,9,,,,,
2d5060ba-8f87-4d8c-ae9a-b41d8b77dd1b,Phil Foden #13 Equalizers 2022-23 Panini Prizm Premier League,Soccer,1.0,10-18-2023,Phil Foden,2022-23 Panini Prizm Premier League,2022,,13,,,,,
6b625bc6-4df7-4806-ab4a-21afb428fb43,Dusan Vlahovic #172 Silver 2021-22 Panini Mosaic Serie A,Soccer,1.0,10-18-2023,Dusan Vlahovic,2021-22 Panini Mosaic Serie A,2022,,172,,,,,
8584aedf-dc04-4736-8de4-c1870913d169,Martin Odegaard #200 Purple /99 2021-22 Panini Prizm Premier League,Soccer,1.0,10-18-2023,Martin Odegaard,2021-22 Panini Prizm Premier League,2022,,200,,,,,
88992b69-3488-427e-bac0-b4d55b7b2f74,Neymar Jr #22 2015-16 Panini Select Soccer,Soccer,1.0,10-18-2023,Neymar Jr,2015-16 Panini Select Soccer,2022,,22,,,,,
a17c4796-237d-45fc-841e-e4f0bddb2597,Joshua Zirkzee #FS-JZ Future Stars 2020-21 Topps Chrome UEFA Champions League,Soccer,1.0,10-18-2023,Joshua Zirkzee,2020-21 Topps Chrome UEFA Champions League,2022,,FS-JZ,,,,,
936cb273-5035-43ac-a4c8-00961fb8fc01,Matty Cash #124 Pink 2021-22 Panini Prizm Premier League,Soccer,1.0,10-18-2023,Matty Cash,2021-22 Panini Prizm Premier League,2022,,124,,,,,
606234fc-4950-4788-af3e-eae669032eae,Curtis Jones #FS-13 Future Stars 2021-22 Topps UEFA Champions League,Soccer,1.0,10-18-2023,Curtis Jones,2021-22 Topps UEFA Champions League,2022,,FS-13,,,,,
f5d0b48c-3dfe-423f-a620-569cd3843658,Marcus Thuram #75 Blue /150 2020-21 Topps Chrome Sapphire Bundesliga,Soccer,1.0,10-18-2023,Marcus Thuram,2020-21 Topps Chrome Sapphire Bundesliga,2022,,75,,,,,
57599b2c-ea4c-4d9d-9472-f33d4b18c74e,Jadon Sancho #189 Rated Rookie 2018-19 Panini Donruss Soccer,Soccer,1.0,10-18-2023,Jadon Sancho,2018-19 Panini Donruss Soccer,2022,,189,,,,,
d4ed7987-a7f2-459a-96ac-f6179307066c,Jarrod Bowen #186 Silver 2020-21 Panini Prizm Premier League,Soccer,1.0,10-18-2023,Jarrod Bowen,2020-21 Panini Prizm Premier League,2022,,186,,,,,
93ec2976-ee37-4268-8278-e4a56c981f6a,Erling Haaland #DOR18 2020-21 Topps Match Attax Champions League,Soccer,1.0,10-18-2023,Erling Haaland,2020-21 Topps Match Attax Champions League,2022,,DOR18,,,,,
9012cd1a-1646-4c5c-9396-c4372e1f246d,Phil Foden #92 Origins 2021-22 Panini Chronicles Soccer,Soccer,1.0,10-18-2023,Phil Foden,2021-22 Panini Chronicles Soccer,2022,,92,,,,,
e4b82b9e-3d39-49b1-960d-f50fc64dba64,Alvaro Morata #2 Historic Ticket 2020-21 Panini Chronicles Soccer,Soccer,1.0,10-18-2023,Alvaro Morata,2020-21 Panini Chronicles Soccer,2022,,2,,,,,
db1bced2-f1cd-4fef-8f7f-4f93f6b229cb,Nicolo Barella #3 2020 Panini Select UEFA Euro,Soccer,1.0,10-18-2023,Nicolo Barella,2020 Panini Select UEFA Euro,2022,,3,,,,,
93baa4bc-9008-496b-8c23-5d46cbe62357,Marc Janko #SM-MJ Scripts Autograph Autograph 2021 Panini Mosaic UEFA Euro 2020,Soccer,1.0,10-18-2023,Marc Janko,2021 Panini Mosaic UEFA Euro 2020,2022,,SM-MJ,,,,,
eb6b3d6e-4137-4ff9-9b3b-5848cfb81cd2,Gianluigi Donnarumma #18 Speckle 2021-22 Topps Chrome UEFA Champions League,Soccer,1.0,10-18-2023,Gianluigi Donnarumma,2021-22 Topps Chrome UEFA Champions League,2022,,18,,,,,
964f85c7-977b-456f-aa60-3ecd08493532,Xavi Simons #FS-7 Future Stars 2021-22 Topps UEFA Champions League,Soccer,1.0,10-18-2023,Xavi Simons,2021-22 Topps UEFA Champions League,2022,,FS-7,,,,,
cedb1482-804e-456a-b237-d981fd35cd5c,Armel Bella-Kotchap #24 Gold 2021-22 Topps Bundesliga,Soccer,1.0,10-18-2023,Armel Bella-Kotchap,2021-22 Topps Bundesliga,2022,,24,,,,,
892ee3fd-d9c8-3b37-ac5e-b3f2ea2ccc28,GABRIEL MARTINELLI 2020 21 Topps Chrome UEFA Merlin Soccer #24 ROOKIE,Soccer,5.0,07-25-2021,,,,,,,,,,
b6dc9b61-5061-4977-947b-22416b06d978,Gabriel Martinelli #24 2020-21 Topps Merlin Chrome UEFA Champions League,Soccer,1.0,10-18-2023,Gabriel Martinelli,2020-21 Topps Merlin Chrome UEFA Champions League,2022,,24,,,,,
054e77a7-c931-4c25-9420-37a9b5632636,Emile Smith-Rowe #82 Origins 2021-22 Panini Chronicles Soccer,Soccer,1.0,10-18-2023,Emile Smith-Rowe,2021-22 Panini Chronicles Soccer,2022,,82,,,,,
08bd8e6b-4715-4224-91dc-b3b358685dd1,Lewis Dunk #167 Red /135 2020-21 Panini Prizm Premier League,Soccer,1.0,10-18-2023,Lewis Dunk,2020-21 Panini Prizm Premier League,2022,,167,,,,,
f8e72ef0-cfaf-4dd4-b1d0-dfe778422b76,Ferran Torres #FS-14 Future Stars 2021-22 Topps UEFA Champions League,Soccer,1.0,10-18-2023,Ferran Torres,2021-22 Topps UEFA Champions League,2022,,FS-14,,,,,
97f1c989-124b-4d9a-b896-131826edc594,Eduardo Camavinga #35 2020-21 Topps Stadium Club Chrome UEFA UCL,Soccer,1.0,10-18-2023,Eduardo Camavinga,2020-21 Topps Stadium Club Chrome UEFA UCL,2022,,35,,,,,
e0e35829-fd3f-4fd0-af19-8fd3d4730666,Eduardo Camavinga #111 2021 Panini Mosaic UEFA Euro 2020,Soccer,1.0,10-18-2023,Eduardo Camavinga,2021 Panini Mosaic UEFA Euro 2020,2022,,111,,,,,
754efbac-f604-4cdf-8cfc-e594213fcbce,Jules Kounde #FS-10 Future Stars 2021-22 Topps UEFA Champions League,Soccer,1.0,10-18-2023,Jules Kounde,2021-22 Topps UEFA Champions League,2022,,FS-10,,,,,
feeb1055-a848-477c-a1bc-8eaa3eb61234,Sandro Tonali #FS-15 Future Stars 2021-22 Topps UEFA Champions League,Soccer,1.0,10-18-2023,Sandro Tonali,2021-22 Topps UEFA Champions League,2022,,FS-15,,,,,
9d62565e-728d-4ff4-a9f7-9367b1df07a4,Nicolo Barella #FS-07 Future Stars 2021-22 Topps UEFA Champions League,Soccer,1.0,10-18-2023,Nicolo Barella,2021-22 Topps UEFA Champions League,2022,,FS-07,,,,,
4c451cb2-073e-315c-beaf-87212c073f75,Panini Prizm 2020-2021 E FOOTBALL SOCCER CARD E,Soccer,2.99,08-16-2023,,,2021,Panini,,,,Ungraded,,
018ff47c-749e-3098-be01-5bcc647d7ff5,Panini Prizm 2020-2021 E FOOTBALL SOCCER CARD E,Soccer,2.99,08-16-2023,,,2021,Panini,,,,Ungraded,,
02f7cd0c-27b6-45ab-b89c-a5f654d56b36,Declan Rice #188 Blue /195 2020-21 Panini Prizm Premier League,Soccer,1.0,10-18-2023,Declan Rice,2020-21 Panini Prizm Premier League,2022,,188,,,,,
c5cd1301-ac71-43d6-9c1b-9404f06ab8a7,Kenneth Taylor #71 Refractor 2020-21 Topps Merlin Chrome UEFA Champions League,Soccer,1.0,10-18-2023,Kenneth Taylor,2020-21 Topps Merlin Chrome UEFA Champions League,2022,,71,,,,,
1566c04c-afa7-4c56-a06a-3a2954bfabb7,Giovanni Reyna #RS11 Rising Star 2020-21 Topps Match Attax Champions League,Soccer,1.0,10-18-2023,Giovanni Reyna,2020-21 Topps Match Attax Champions League,2022,,RS11,,,,,
299a43d5-2ec1-4706-a41f-20f85d6c6f04,Douglas Luiz #RT-15 Rookie Ticket 2019-20 Panini Chronicles Soccer,Soccer,1.0,10-18-2023,Douglas Luiz,2019-20 Panini Chronicles Soccer,2022,,RT-15,,,,,
12490e8f-bdaa-489e-9914-45f5db5d3a46,Charles De Ketelaere #FS-5 Future Stars 2021-22 Topps UEFA Champions League,Soccer,1.0,10-18-2023,Charles De Ketelaere,2021-22 Topps UEFA Champions League,2022,,FS-5,,,,,
